descr,available,price,sn,shop,action,quality,action_n,quality_n
10000 Лайков  + 10000 Просмотров Живые 2290   Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!,10000,0.229,vk,doctorsmm.csv,like,live,2,4
100000 Лайков  + 100000 Просмотров 22290   Высокое качество СНГ Запуск 0-2 час Мин 100 ед на 1 ссылку Скорость до 1000 ед/сутки Доступно 100К ед Гарантия 100% Безопасное продвижение!,100000,0.2229,vk,doctorsmm.csv,like,high,2,3
100 Комментариев  Живые (Ваш текст) 53   Хорошее качество Запуск 0-3 час Мин 50 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед 1 коммент должен содержать не более 35 символов,100,0.53,vk,doctorsmm.csv,comment,live,4,4
300 Комментариев  Живые (Ваш текст) 156   Хорошее качество Запуск 0-3 час Мин 50 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед 1 коммент должен содержать не более 35 символов,300,0.52,vk,doctorsmm.csv,comment,live,4,4
500 Комментариев  Живые (Ваш текст) 259   Хорошее качество Запуск 0-3 час Мин 50 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед 1 коммент должен содержать не более 35 символов,500,0.518,vk,doctorsmm.csv,comment,live,4,4
1000 Комментариев  Живые (Ваш текст) 499   Хорошее качество Запуск 0-3 час Мин 50 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед 1 коммент должен содержать не более 35 символов,1000,0.499,vk,doctorsmm.csv,comment,live,4,4
1000 автолайков  Стандартные 95   Хорошее качество Запуск 2-8 час Мин 20 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 100К ед Гарантия 30 дней Безопасное продвижение!,1000,0.095,vk,doctorsmm.csv,like,high,2,3
5000 автолайков  Стандартные 459   Хорошее качество Запуск 2-8 час Мин 20 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 100К ед Гарантия 30 дней Безопасное продвижение!,5000,0.0918,vk,doctorsmm.csv,like,high,2,3
10000 автолайков  Стандартные 890   Хорошее качество Запуск 2-8 час Мин 20 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 100К ед Гарантия 30 дней Безопасное продвижение!,10000,0.089,vk,doctorsmm.csv,like,high,2,3
100000 автолайков  Стандартные 7900   Хорошее качество Запуск 2-8 час Мин 20 ед на 1 ссылку Скорость до 500 ед/сутки Доступно 100К ед Гарантия 30 дней Безопасное продвижение!,100000,0.079,vk,doctorsmm.csv,like,high,2,3
500 Репостов  Базовые 63   Низкое качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость низкая Доступно 1000 ед Гарантии нет Безопасное продвижение,500,0.126,vk,doctorsmm.csv,repost,low,3,1
1000 Репостов  Базовые 119   Низкое качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость низкая Доступно 1000 ед Гарантии нет Безопасное продвижение,1000,0.119,vk,doctorsmm.csv,repost,low,3,1
500 Репостов  Медленные 72   Среднее качество микс Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение,500,0.144,vk,doctorsmm.csv,repost,mid,3,2
1000 Репостов  Медленные 143   Среднее качество микс Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 100 ед/сутки Доступно 1000 ед Гарантии нет Безопасное продвижение,1000,0.143,vk,doctorsmm.csv,repost,mid,3,2
100 Репостов  Стандартные Россия+СНГ 30   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,100,0.3,vk,doctorsmm.csv,repost,high,3,3
500 Репостов  Стандартные Россия+СНГ 145   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,500,0.29,vk,doctorsmm.csv,repost,high,3,3
1000 Репостов  Стандартные Россия+СНГ 280   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,1000,0.28,vk,doctorsmm.csv,repost,high,3,3
5000 Репостов  Стандартные Россия+СНГ 1289   Хорошее качество Запуск 2-4 час Мин 100 ед на 1 ссылку Скорость до 300 ед/сутки Доступно 10000 ед Гарантия 30 дней Безопасное продвижение!,5000,0.2578,vk,doctorsmm.csv,repost,high,3,3
100 Голосов  в опрос конкурс Медленные 27   Хорошее качество микс Запуск 2-6 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 1000 ед Гарантия 30 дней Указывайте пункт для голосования,100,0.27,vk,doctorsmm.csv,poll,high,2,3
300 Голосов  в опрос конкурс Медленные 79   Хорошее качество микс Запуск 2-6 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 1000 ед Гарантия 30 дней Указывайте пункт для голосования,300,0.2633333333333333,vk,doctorsmm.csv,poll,high,2,3
500 Голосов  в опрос конкурс Медленные 130   Хорошее качество микс Запуск 2-6 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 1000 ед Гарантия 30 дней Указывайте пункт для голосования,500,0.26,vk,doctorsmm.csv,poll,high,2,3
1000 Голосов  в опрос конкурс Медленные 249   Хорошее качество микс Запуск 2-6 час Мин 100 ед на 1 ссылку Скорость до 200 ед/сутки Доступно 1000 ед Гарантия 30 дней Указывайте пункт для голосования,1000,0.249,vk,doctorsmm.csv,poll,high,2,3
